OBJECTID,ID,ORIGGPLU,Shape_Leng,Shape_Area,FID_,OBJECTID_1,JURIS,COUNTY,LPSCODE,PLANDATE,ORIGGPLU_1,GENGPLU,max_far,max_height,max_dua,max_du_per,HS,HT,HM,OF_,HO,SC,IL,IW,IH,RS,RB,MR,MT,ME,ABAGGPLU,Acres,Shape_Le_1,Shape_Ar_1
1631,61631,799 - Major Public Facilities,11165.37858,2129129.309,61693,61639,Santa Clara County,Santa Clara,799,Jun-94,799 - Major Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,69.7988897,2976.72,282466.11
1632,61632,799 - Open Space,3769.720472,672429.0397,55579,55580,Santa Clara County,Santa Clara,706,Pre2002,799 - Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,166.1608274,3769.72,672429.04
1633,61633,799 - Open Space Reserve,45366.40479,10053560.03,61696,61642,Santa Clara County,Santa Clara,799,Jun-94,799 - Open Space Reserve,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,471.9764602,6264.5,1910021.04
1634,61634,799 - Other Public Open Lands,435571.0597,170780814.6,61705,61651,Santa Clara County,Santa Clara,799,Jun-94,799 - Other Public Open Lands,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.002972458,18.73268009,12.02884083
1635,61635,799 - Ranchlands,623937.6138,1250994998,61770,61716,Santa Clara County,Santa Clara,799,Jun-94,799 - Ranchlands,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.003712012,18.28662206,15.02204799
1636,61636,"799 - Regional Parks, Existing",555700.2119,374466961.5,61791,61737,Santa Clara County,Santa Clara,799,Jun-94,"799 - Regional Parks, Existing",Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.027475423,88.86341341,111.1880765
1637,61637,799 - Roadside Services,11648.50485,989038.8436,61853,61799,Santa Clara County,Santa Clara,799,Jun-94,799 - Roadside Services,Commercial,0,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.655003181,380.3011075,6697.57
1638,61638,799 - Rural Residential,153330.8852,46230422.44,61861,61807,Santa Clara County,Santa Clara,799,Jun-94,799 - Rural Residential,Residential,0,0,0.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.20551963,220.1935449,831.7108488
1639,61639,799 - Transportation,17372.72485,5104600.853,61878,61824,Santa Clara County,Santa Clara,799,Jun-94,799 - Transportation,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,232.719705,6240.85,941783.2
1640,61640,801 - Commercial - Business and Professional,1450.341975,15670.96077,19830,19707,Benicia,Solano,801,Pre2002,801 - Commercial - Business and Professional,Commercial,1.2,0,0,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,0.320574885,145.4664642,1297.32
1641,61641,801 - Commercial - Community,1127.262645,14823.51304,19838,19715,Benicia,Solano,801,Pre2002,801 - Commercial - Community,Commercial,1.2,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.44750387,170.1672617,1810.98
1642,61642,801 - Commercial - Downtown,9030.619038,128531.7381,19844,19721,Benicia,Solano,801,Pre2002,801 - Commercial - Downtown,Commercial,2.4,0,0,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,4.784158766,950.8468794,19360.81
1643,61643,801 - Commercial - General,12733.99963,517123.4401,19875,19752,Benicia,Solano,801,Pre2002,801 - Commercial - General,Commercial,1.2,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.421100131,165.7864682,1704.13
1644,61644,801 - Commercial - Waterfront,2607.604174,95242.36232,19801,19678,Benicia,Solano,801,Pre2002,801 - Commercial - Waterfront,Commercial,1.2,0,0,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,23.53489711,2607.6,95242.36
1645,61645,801 - Industrial - General,45739.95485,4904902.002,19902,19779,Benicia,Solano,801,Pre2002,801 - Industrial - General,Industrial,0.7,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,2.753327247,534.0623255,11142.32
1646,61646,801 - Industrial - Limited,33582.94693,4047641.921,19922,19799,Benicia,Solano,801,Pre2002,801 - Industrial - Limited,Industrial,0.7,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.455822652,173.2082426,1844.65
1647,61647,801 - Industrial - Waterfront,13224.09306,915511.0863,19938,19815,Benicia,Solano,801,Pre2002,801 - Industrial - Waterfront,Industrial,0.7,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,7.268205044,809.8934938,29413.38
1648,61648,801 - Mixed Use - Downtown,8551.762832,121926.4554,19943,19820,Benicia,Solano,801,Pre2002,801 - Mixed Use - Downtown,Mixed Use,2,0,0,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,0.420959016,165.6613319,1703.56
1649,61649,801 - Mixed Use - Lower Arsenal,6184.953793,172646.2805,19972,19849,Benicia,Solano,801,Pre2002,801 - Mixed Use - Lower Arsenal,Mixed Use,2,0,0,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,1.62030668,561.025029,6557.15
1650,61650,801 - Open Space - General,93358.95066,7409190.083,19981,19858,Benicia,Solano,801,Pre2002,801 - Open Space - General,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.001623152,22.98100187,6.568532559
1651,61651,801 - Open Space - Marsh,9852.290622,953371.0249,20023,19900,Benicia,Solano,801,Pre2002,801 - Open Space - Marsh,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,45.59841394,2748.84,184530.24
1652,61652,801 - Open Space - Parks,30897.82473,1317177.195,20027,19904,Benicia,Solano,801,Pre2002,801 - Open Space - Parks,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4.518762976,957.6098078,18286.78
1653,61653,801 - Open Space - Water,2818.714522,279217.1674,19802,19679,Benicia,Solano,801,Pre2002,801 - Open Space - Water,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,68.99606361,2818.71,279217.17
1654,61654,801 - Public and Quasi-Public,20332.47073,956642.1076,20059,19936,Benicia,Solano,801,Pre2002,801 - Public and Quasi-Public,Education/Public/Semi-Public,1.2,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,7.575421609,868.5295211,30656.64
1655,61655,801 - Residential - High Density,21223.86707,526261.781,20089,19966,Benicia,Solano,801,Pre2002,801 - Residential - High Density,Residential,0,0,21,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,,0.148300915,108.9389839,600.151526
1656,61656,801 - Residential - Low Density,264093.6563,5927176.822,20138,20015,Benicia,Solano,801,Pre2002,801 - Residential - Low Density,Residential,0,0,7,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.000243001,4.521952239,0.98339035
1657,61657,801 - Residential - Medium Density,27324.7898,841173.7297,20446,20323,Benicia,Solano,801,Pre2002,801 - Residential - Medium Density,Residential,0,0,14,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,0.16843499,146.6397013,681.6343045
1658,61658,802 - Agricultural,4403.528062,837632.217,19803,19680,Dixon,Solano,802,Dec-93,802 - Agricultural,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.007237395,311.9116643,29.29167461
1659,61659,802 - Community Commercial,3004.499589,202391.9858,19808,19685,Dixon,Solano,802,Dec-93,802 - Community Commercial,Commercial,0.8,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,50.05623041,3004.5,202391.99
1660,61660,802 - Core Area Mixed Use,3204.896161,95629.87778,20488,20365,Dixon,Solano,802,Dec-93,802 - Core Area Mixed Use,Mixed Use,0,0,20,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,13.45860954,1720.34,54465.08
1661,61661,802 - Downtown Commercial,2226.868163,103495.1301,64828,64809,Dixon,Solano,802,Dec-93,802 - Downtown Commercial,Commercial,3,50,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,25.57419723,2226.87,103495.13
1662,61662,802 - Future Residential,7988.050021,115305.9868,20491,20368,Dixon,Solano,802,Dec-93,802 - Future Residential,Residential,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.004578165,67.66497732,18.52706743
1663,61663,802 - General Industrial,2959.54583,78331.94698,20500,20377,Dixon,Solano,802,Dec-93,802 - General Industrial,Industrial,1.6,40,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,11.28753363,1712.32,45679.03
1664,61664,802 - Governmental/Institutional,8509.05359,942749.6716,20503,20380,Dixon,Solano,802,Dec-93,802 - Governmental/Institutional,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,153.8930638,3195.75,622783.13
1665,61665,802 - High Density Residential,727.5006176,17426.24284,19804,19681,Dixon,Solano,802,Dec-93,802 - High Density Residential,Residential,0,0,28,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,4.30611728,727.5006176,17426.24
1666,61666,802 - Highway Commercial,9067.807321,594570.8471,19805,19682,Dixon,Solano,802,Dec-93,802 - Highway Commercial,Commercial,0.8,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,8.750483384,1413.47,35411.96
1667,61667,802 - Highway Commercial/Professional/Administrative Offices,3471.309939,281379.5302,20516,20393,Dixon,Solano,802,Dec-93,802 - Highway Commercial/Professional/Administrative Offices,Commercial,1.2,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,28.89648069,1476.27,116939.91
1668,61668,802 - Industrial Employment Center,10247.98868,2673763.26,20518,20395,Dixon,Solano,802,Dec-93,802 - Industrial Employment Center,Industrial,1.6,40,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,63.96733096,2225.35,258866.62
1669,61669,802 - Low Density Residential,39741.13039,4717699.547,20519,20396,Dixon,Solano,802,Dec-93,802 - Low Density Residential,Residential,0,0,6.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.403307281,1073.29,1632.13
1670,61670,802 - Medium-High Density Residential,6113.743808,250903.4656,20534,20411,Dixon,Solano,802,Dec-93,802 - Medium-High Density Residential,Residential,0,0,21.8,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,9.209715508,823.929287,37270.38
1671,61671,802 - Medium-Low Density Residential,26607.78345,2016988.33,19806,19683,Dixon,Solano,802,Dec-93,802 - Medium-Low Density Residential,Residential,0,0,14.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,3.885662119,622.4597148,15724.71
1672,61672,802 - Neighborhood Commercial,3246.336462,163278.4447,20554,20431,Dixon,Solano,802,Dec-93,802 - Neighborhood Commercial,Commercial,0.8,20,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,4.659800849,585.6321724,18857.54
1673,61673,802 - Parks,8448.796237,523673.9007,20557,20434,Dixon,Solano,802,Dec-93,802 - Parks,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,6.48492814,634.0864352,26243.56
1674,61674,802 - Planned Business/Industrial,8661.05402,1310180.916,20566,20443,Dixon,Solano,802,Dec-93,802 - Planned Business/Industrial,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,38.9466263,2169.72,157611.41
1675,61675,802 - Planned Business/Industrial/Service Commercial,366.3442782,8079.293243,19809,19686,Dixon,Solano,802,Dec-93,802 - Planned Business/Industrial/Service Commercial,Mixed Use: Commercial & Industrial,1.6,40,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,1.99643835,366.3442782,8079.29
1676,61676,802 - Professional/Administrative Office,4297.584435,148297.9406,20569,20446,Dixon,Solano,802,Dec-93,802 - Professional/Administrative Office,Commercial,1.2,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,6.32274265,651.7588031,25587.23
1677,61677,802 - School Buildings/Play Areas,5438.479156,307656.0142,19807,19684,Dixon,Solano,802,Dec-93,802 - School Buildings/Play Areas,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.622429756,278.0146242,2518.88
1678,61678,802 - Services Commercial,9055.354156,634203.8351,20578,20455,Dixon,Solano,802,Dec-93,802 - Services Commercial,Commercial,0.8,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,24.37890183,2036.18,98657.91
1679,61679,802 - Services Commercial/Professional/Administrative Offices,777.2305509,25797.12561,19810,19687,Dixon,Solano,802,Dec-93,802 - Services Commercial/Professional/Administrative Offices,Commercial,1.2,30,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,6.374610329,777.2305509,25797.13
1680,61680,802 - Very Low Density Residential,2855.38328,191135.0475,19811,19688,Dixon,Solano,802,Dec-93,802 - Very Low Density Residential,Residential,0,0,2.2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,47.23049514,2855.38,191135.05
1681,61681,803 - Business and Industrial Park,18355.21998,1837139.788,20582,20459,Fairfield,Solano,803,Jun-92,803 - Business and Industrial Park,Mixed Use: Commercial & Industrial,1,50,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,24.08412349,1296.15,97464.98
1682,61682,803 - Community Commercial,38261.90259,1676673.255,20590,20467,Fairfield,Solano,803,Jun-92,803 - Community Commercial,Commercial,0.4,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,12.37241311,1001.96,50069.37
1683,61683,803 - Conservation,159006.6756,9924677.603,20633,20510,Fairfield,Solano,803,Jun-92,803 - Conservation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.00112494,17.89857171,4.552841498
1684,61684,803 - Extensive Agriculture,43881.8833,5942172.291,20716,20593,Fairfield,Solano,803,Jun-92,803 - Extensive Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,545.8454516,12447.88,2208958.07
1685,61685,803 - General Industrial,9699.131997,1952491.316,20725,20602,Fairfield,Solano,803,Jun-92,803 - General Industrial,Industrial,0.6,50,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,0.222548,342.0542134,900.6238114
1686,61686,803 - High Density Residential,40844.1314,1858022.372,20729,20606,Fairfield,Solano,803,Jun-92,803 - High Density Residential,Residential,0,45,22,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,4.876538985,607.3360521,19734.66
1687,61687,803 - Highway and Regional Commercial,43743.93628,2726600.654,20779,20656,Fairfield,Solano,803,Jun-92,803 - Highway and Regional Commercial,Commercial,1,55,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,40.71937749,1720.07,164785.47
1688,61688,803 - Intensive Agriculture,6130.971121,346547.0652,20911,20788,Fairfield,Solano,803,Jun-92,803 - Intensive Agriculture,Agriculture/Resource Extraction,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,48.35145416,1908.02,195671.38
1689,61689,803 - Limited Industrial,47975.55369,5298885.834,20915,20792,Fairfield,Solano,803,Jun-92,803 - Limited Industrial,Industrial,0.6,50,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,69.60657176,2471.7,281687.81
1690,61690,803 - Low-Medium Density Residential,204193.6315,15870617.65,20819,20696,Fairfield,Solano,803,Jun-92,803 - Low-Medium Density Residential,Residential,0,35,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,9.59103E-05,186.3437032,0.389072469
1691,61691,803 - Low Density Residential,109561.4475,8252147.657,20721,20598,Fairfield,Solano,803,Jun-92,803 - Low Density Residential,Residential,0,35,4.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,2.073009831,602.1303166,8389.18
1692,61692,803 - Medium Density Residential,43172.61068,2172058.228,21120,20997,Fairfield,Solano,803,Jun-92,803 - Medium Density Residential,Residential,0,35,15,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,10.68342811,877.0028269,43234.3
1693,61693,803 - Mixed Use,14271.01438,717862.4311,21168,21045,Fairfield,Solano,803,Jun-92,803 - Mixed Use,Mixed Use,0.5,41,30,0,0,1,1,1,1,1,0,0,,1,1,1,1,1,,15.61092609,1131.53,63175.16
1694,61694,803 - Neighborhood Commercial,1027.581003,29200.49953,21185,21062,Fairfield,Solano,803,Jun-92,803 - Neighborhood Commercial,Commercial,0.4,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,3.021059214,445.6893468,12225.79
1695,61695,803 - Office Commercial,14290.06942,619573.1179,21187,21064,Fairfield,Solano,803,Jun-92,803 - Office Commercial,Commercial,1,45,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,22.36008257,1427.71,90488.05
1696,61696,803 - Phasing/Special Study Areas,24030.3145,934714.9353,21206,21083,Fairfield,Solano,803,Jun-92,803 - Phasing/Special Study Areas,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5.386475972,2184.31,21798.3
1697,61697,803 - Public Facilities,91937.78449,24018916.27,21220,21097,Fairfield,Solano,803,Jun-92,803 - Public Facilities,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,17.57112268,1067.03,71107.8
1698,61698,803 - Recreation,102554.259,5438516.198,20855,20732,Fairfield,Solano,803,Jun-92,803 - Recreation,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0.018765457,1054.83,75.93960171
1699,61699,803 - Roads,423169.5979,5725030.182,20816,20693,Fairfield,Solano,803,Jun-92,803 - Roads,Other/Unknown,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,5.06835E-05,184.5918788,0.203627911
1700,61700,803 - Service Commercial,12934.18023,755601.0336,21338,21215,Fairfield,Solano,803,Jun-92,803 - Service Commercial,Commercial,0.5,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,5.181072885,590.4702751,20967.07
1701,61701,803 - Very High Density Residential,1781.4262,55571.99503,21351,21228,Fairfield,Solano,803,Jun-92,803 - Very High Density Residential,Residential,0,45,32,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,2.160002621,488.5294865,8741.22
1702,61702,803 - Very Low Density Residential,12470.09979,1296917.424,21354,21231,Fairfield,Solano,803,Jun-92,803 - Very Low Density Residential,Residential,0,35,2.5,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,19.56360999,1438.05,79171.13
1703,61703,804 - Agriculture/ Open Space,8868.926064,1896430.471,21362,21239,Rio Vista,Solano,804,Pre2002,804 - Agriculture/ Open Space,Mixed Use: Agriculture/Resource Extraction & Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,102.6920298,2870.86,415579.91
1704,61704,804 - Airport/ Transportation,6372.977126,824891.2851,19812,19689,Rio Vista,Solano,804,Pre2002,804 - Airport/ Transportation,Other/Unknown,0.8,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,203.8350667,6372.98,824891.29
1705,61705,804 - Downtown/ Waterfront,6601.761294,141763.0377,21364,21241,Rio Vista,Solano,804,Pre2002,804 - Downtown/ Waterfront,Commercial,2,0,40,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,7.50507873,993.8972856,30371.97
1706,61706,804 - Edgewater Neighborhood,1516.603512,99003.05859,19813,19690,Rio Vista,Solano,804,Pre2002,804 - Edgewater Neighborhood,Other/Unknown,0.5,0,16,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,24.46418959,1516.6,99003.06
1707,61707,804 - Golf Course,18011.35864,908594.8683,21374,21251,Rio Vista,Solano,804,Pre2002,804 - Golf Course,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,19.33038883,1726.69,78227.31
1708,61708,804 - Highway Commercial,3554.010106,94058.93648,21382,21259,Rio Vista,Solano,804,Pre2002,804 - Highway Commercial,Commercial,0.5,0,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,3.301739706,839.966038,13361.68
1709,61709,804 - Historic Residential,4551.080642,144575.0655,21387,21264,Rio Vista,Solano,804,Pre2002,804 - Historic Residential,Residential,0.5,0,30,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.730096531,258.3851285,2954.59
1710,61710,804 - Industrial/ General Commercial,11790.03017,1055330.856,21392,21269,Rio Vista,Solano,804,Pre2002,804 - Industrial/ General Commercial,Mixed Use: Commercial & Industrial,1,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,8.29636866,724.524889,33574.21
1711,61711,804 - Industrial/ Warehouse& Services,3607.356882,281188.2198,21400,21277,Rio Vista,Solano,804,Pre2002,804 - Industrial/ Warehouse& Services,Industrial,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,6.332442059,641.3155463,25626.5
1712,61712,804 - Limited Industrial,4238.236114,381380.2317,21402,21279,Rio Vista,Solano,804,Pre2002,804 - Limited Industrial,Industrial,1,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,,64.00986895,2236.88,259038.73
1713,61713,804 - Marina,876.2260748,43586.45802,19814,19691,Rio Vista,Solano,804,Pre2002,804 - Marina,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,10.77044918,876.2260748,43586.46
1714,61714,804 - Multifamily Residential,2172.730797,81294.54806,21405,21282,Rio Vista,Solano,804,,804 - Multifamily Residential,Residential,0,0,25,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.624041321,327.5509551,6572.26
1715,61715,804 - Neighborhood Core: Commercial,2684.411515,163208.5466,21409,21286,Rio Vista,Solano,804,Pre2002,804 - Neighborhood Core: Commercial,Commercial,0.8,0,20,0,0,1,1,1,1,1,0,0,,1,1,0,1,1,,13.36364131,1069.16,54080.72
1716,61716,804 - Neighborhood Core: Residential,2635.026256,210640.6466,21411,21288,Rio Vista,Solano,804,Pre2002,804 - Neighborhood Core: Residential,Residential,0,0,20,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,42.13726048,1709.44,170523.45
1717,61717,804 - Neighborhood Residential,70659.13276,6364146.978,21413,21290,Rio Vista,Solano,804,Pre2002,804 - Neighborhood Residential,Residential,0.5,0,16,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,0.445804826,159.2761424,1804.11
1718,61718,804 - Neighborhood Service/ Mixed Use,1195.717086,80362.35897,19815,19692,Rio Vista,Solano,804,Pre2002,804 - Neighborhood Service/ Mixed Use,Mixed Use: Other,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,19.85797457,1195.72,80362.36
1719,61719,804 - Parks/Open Space,10290.63547,223772.4767,21452,21329,Rio Vista,Solano,804,Pre2002,804 - Parks/Open Space,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.014569941,257.8609354,4105.82
1720,61720,804 - Public Facility,2441.898191,84528.93903,21463,21340,Rio Vista,Solano,804,Pre2002,804 - Public Facility,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,1.479253123,309.9711727,5986.32
1721,61721,804 - Residential Estate,8166.226816,249311.4955,21468,21345,Rio Vista,Solano,804,Pre2002,804 - Residential Estate,Residential,0,0,1,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,10.58115564,1032.06,42820.41
1722,61722,804 - Schools,3583.528162,205726.7166,21474,21351,Rio Vista,Solano,804,Pre2002,804 - Schools,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,7.291611559,709.3372155,29508.12
1723,61723,804 - Study Area,4308.767638,191469.9921,21478,21355,Rio Vista,Solano,804,Pre2002,804 - Study Area,Other/Unknown,0.5,0,0.05,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,10.1594271,962.2117354,41113.74
1724,61724,805 - Agriculture-Open Space,3721.421634,100865.3635,21482,21359,Suisun City,Solano,805,May-92,805 - Agriculture-Open Space,Mixed Use: Agriculture/Resource Extraction & Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,14.20453806,2283.74,57483.74
1725,61725,805 - Commercial Service,8602.308087,436650.9714,19819,19696,Suisun City,Solano,805,May-92,805 - Commercial Service,Commercial,0.5,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,11.64853489,1022.33,47139.95
1726,61726,805 - Common Parking,1401.558504,18795.39481,21490,21367,Suisun City,Solano,805,May-92,805 - Common Parking,Education/Public/Semi-Public,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,,0.396909468,187.1390771,1606.23
1727,61727,805 - Fairfield Streams Project,7250.263475,186244.6646,21494,21371,Suisun City,Solano,805,May-92,805 - Fairfield Streams Project,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4.302979242,705.5740759,17413.54
1728,61728,805 - General Commercial,7065.391209,319550.6295,21496,21373,Suisun City,Solano,805,May-92,805 - General Commercial,Commercial,1,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.547006807,427.453224,6260.51
1729,61729,805 - High Density Residential,6626.798521,273777.041,19820,19697,Suisun City,Solano,805,May-92,805 - High Density Residential,Residential,0.6,35,21,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,5.2485455,605.9433595,21240.12
1730,61730,805 - Historic Limited Commercial,753.662192,10068.5469,21511,21388,Suisun City,Solano,805,May-92,805 - Historic Limited Commercial,Commercial,0,35,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,0.940063093,331.4250786,3804.31
1731,61731,805 - Limited Industrial/Business Park,467.3544578,1298.729576,19821,19698,Suisun City,Solano,805,May-92,805 - Limited Industrial/Business Park,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,0.320922755,467.3544578,1298.73
1732,61732,805 - Limited Industrial/Commercial Service,1074.951243,16363.50162,19822,19699,Suisun City,Solano,805,May-92,805 - Limited Industrial/Commercial Service,Mixed Use: Commercial & Industrial,0,0,0,0,0,0,0,1,1,0,1,1,,1,1,0,1,1,,4.043505278,1074.95,16363.5
1733,61733,805 - Low Density Residential,50048.66726,6003939.775,21513,21390,Suisun City,Solano,805,May-92,805 - Low Density Residential,Residential,0.6,35,8,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,,1.708637787,1161.05,6914.62
1734,61734,805 - Main Street Commercial,2741.194409,43181.21972,21538,21415,Suisun City,Solano,805,May-92,805 - Main Street Commercial,Commercial,0,40,0,0,0,0,0,1,1,1,0,0,,1,1,0,1,1,,1.574893997,372.9720641,6373.37
1735,61735,805 - Marina,670.3500006,14144.79176,19823,19700,Suisun City,Solano,805,May-92,805 - Marina,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,3.495254417,670.3500006,14144.79
1736,61736,805 - Medium Density Residential,13006.55365,738554.239,21542,21419,Suisun City,Solano,805,May-92,805 - Medium Density Residential,Residential,0.6,35,15,0,1,1,1,0,0,0,0,0,,0,0,0,0,0,,1.305564614,294.2215395,5283.43
1737,61737,805 - Mixed Use/PUD,1605.741571,50666.52742,21554,21431,Suisun City,Solano,805,May-92,805 - Mixed Use/PUD,Mixed Use,0,0,15,0,1,1,1,1,1,1,0,0,,1,1,1,1,1,,5.628497442,917.3332937,22777.72
1738,61738,805 - Park,9997.382641,278424.6874,21561,21438,Suisun City,Solano,805,May-92,805 - Park,Parks/Open Space,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,1.296007112,382.0933108,5244.75
